indeks,Komentar_bersih,Label_Validator,Detected_Lang
41504,auto reppot emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,0.0,it
41507,vskcj gnv,0.0,sl
41519,ayah dimana,0.0,so
41531,mkin stres,0.0,af
41532,mb kok gak liatin,0.0,hu
41533,nk tgk,0.0,hu
41535,bang janggan bikin kayabituh lagi ya bang nanti aku like kalo ngga bikin video ituh,0.0,tl
41536,cantikkkkkkkkkk banget cewek nya,0.0,no
41538,game anjeng,0.0,hr
41539,maju kamera,0.0,hr
41547,tapi aku sayang banget sama alloh amin,0.0,tl
41548,dosa dosa dosa dosa dosa dosa dosa dosa,0.0,pt
41549,cantik emoji_smiling_face_with_heart-eyes,0.0,tr
41550,58 emoji_moai,0.0,unknown
41553,lagi bang,0.0,tl
41554,88 jawaban nya,0.0,sw
41557,napanin itu bag,0.0,tl
41562,istri sapa tuh ngap,0.0,tl
41563,tobat we,0.0,en
41564,ko nyumput aku kan laki laki,0.0,sw
41565,mantap emoji_smiling_face_with_heart-eyes,0.0,tr
41568,part 2 nya bang liatin dong,0.0,tl
41569,kawin aja enak,0.0,sw
41570,ewoooooy woy,0.0,so
41571,ibu uweh,0.0,sw
41572,yang nonton bulan puasa mana nih nunggu buka lama banget,0.0,tl
41573,cepe kuluwawe,0.0,sw
41574,apubapa cepe,0.0,ro
41575,tobat tobat tobat tobat tobat tobat,0.0,en
41577,puasa woe jngan nonton ini woeee tobat,0.0,nl
41582,neraka titip salam,0.0,tl
41583,apa kabar sayangku emoji_face_blowing_a_kiss emoji_smiling_face_with_heart-eyes,0.0,tl
41584,ga asik,0.0,tl
41588,liatin dong,0.0,it
41591,kalok gak like gak sayang gitu?,0.0,tl
41593,udah ew,0.0,so
41602,kakek bangga sama kamu,0.0,tl
41603,i gilani,0.0,tl
41609,bodo amat,0.0,cy
41612,park 2 peliss,0.0,fi
41613,ato tidak nomor telpon,0.0,pt
41615,cie kaka,0.0,pl
41617,26 32 kok 68??? emoji_grinning_squinting_face emoji_grinning_squinting_face emoji_grinning_squinting_face,0.0,hu
41620,26 32 ko 68 wkwkwkwkwk bener lagi wkwkwkwkwk,0.0,pl
41621,66 bang,0.0,tl
41624,24 52x2 150 ???????,0.0,so
41626,38 28 66,0.0,unknown
41627,bang applot lagi bang kayak gini,0.0,tl
41631,mantap bosku,0.0,tl
41633,licik harus ketok,0.0,hu
41635,irnprna emoji_dragon_face emoji_chocolate_bar emoji_candy emoji_umbrella_on_ground,0.0,lv
41638,ga seru masa ngumpet najis,0.0,tl
41644,hf emoji_smiling_face_with_smiling_eyes emoji_grinning_face emoji_beaming_face_with_smiling_eyes emoji_face_with_tears_of_joy,0.0,cy
41645,tobat brader,0.0,sv
41646,26 32 kok 68 kak emoji_face_with_tears_of_joy,0.0,hr
41652,inget allah,0.0,sv
41661,bodo amat,0.0,cy
41663,jos bang emoji_grinning_squinting_face emoji_grinning_squinting_face,0.0,lt
41668,kata nya no sensor gak mantep,0.0,tl
41672,oh sayang,0.0,tl
41673,soalnya gampang,0.0,tl
41675,hooh tah,0.0,so
41679,damn who is she,0.0,en
41680,nggamungkin ngga emoji_moai,0.0,tl
41682,rudi wicaksono amd,0.0,pl
41683,naik motor bahaya kalau bwa mumy,0.0,sw
41686,ckp brunei tu,0.0,ro
41691,ada nonton 2022?,0.0,pt
41695,buset gede banget kenceng lagi emoji_face_with_hand_over_mouth emoji_face_with_tears_of_joy,0.0,da
41700,kalo lu bisa kawinin asik tuh,0.0,tl
41701,anjerit ini mah di apar the lavande tebet emoji_grinning_face,0.0,sq
41704,kenapa gak nikah sama anak nih,0.0,tl
41707,knp nonton ?,0.0,fi
41710,istri luh kalo liat ini gmna reaksiny?,0.0,tl
41712,ngapa lu nonton video ini,0.0,tl
41713,dan edsen,0.0,da
41717,no komen,0.0,hr
41719,mantap ini,0.0,tl
41720,cie putus v,0.0,lv
41728,berliana lovell emang hmmmm,0.0,no
41730,gagal fokus,0.0,hu
41731,asyik bosqu mmpir donk,0.0,tr
41734,lemes tapi adem,0.0,ca
41735,bob milk nya mantaap,0.0,tl
41737,anjim bnerr,0.0,hr
41739,konten calon neraka ni,0.0,fi
41740,boby klo bikin konten mumekkkkk,0.0,no
41741,mw dong sweater sama topi mas boby,0.0,tl
41744,wkwkwkwkwk enak banget dh,0.0,af
41749,link phising,0.0,fi
41750,berliana lovel,0.0,sl
41751,iklan mi chat?,0.0,tl
41754,garangan emoji_rolling_on_the_floor_laughing,0.0,tl
41755,waduh mak nyuz,0.0,sw
41756,seneng liat video ini emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes,0.0,no
41757,bang sama siapa,0.0,tl
41758,nama ig ceweknya dong,0.0,tl
41760,bila racing cuk,0.0,tl
41766,ayo tdr syg,0.0,tl
41767,oh shit,0.0,sq
41769,gede banget,0.0,nl
41771,report aaaaah,0.0,af
41773,mersi prrancis mksh,0.0,sq
41777,bgsd cewek nya cakep euy di konten nih wkwk,0.0,af
41778,nama youtube nya siapa ka si kaka ceweknya,0.0,sw
41779,siapa namanya ka,0.0,sw
41781,berlly lovely,0.0,en
41783,thanks gan,0.0,en
41786,kreen nice,0.0,nl
41790,wulan vlora,0.0,af
41793,ane liat sesuatu yg tembem ane tonton,0.0,en
41794,waw nice video owesome,0.0,pl
41808,mirip dinda kirana,0.0,tr
41812,vidio paan sih,0.0,fi
41813,waoooow waaasooow,0.0,so
41815,hax dbayar like umbar2,0.0,so
41817,manis x,0.0,so
41825,ohhhhhh croooot emoji_beaming_face_with_smiling_eyes emoji_beaming_face_with_smiling_eyes emoji_beaming_face_with_smiling_eyes,0.0,en
41827,ga bisa fokus greget kendor,0.0,no
41830,kok kyk chelsea olivia ya,0.0,fi
41835,rencang kwi boso jowo dudu sundo emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,0.0,pl
41837,hahahah betah,0.0,so
41838,apem 50rb,0.0,pt
41839,bawa pulang enak emoji_face_with_tears_of_joy,0.0,tl
41840,i like merci,0.0,no
41843,knpa ditonton?,0.0,it
41844,bucin anyirr,0.0,tr
41850,kyo ne glowing kui emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,0.0,tl
41852,fokus ke tulisan mercy,0.0,fi
41853,ig nya ignya wkkwkwkw,0.0,sw
41854,ig nya ignya wkkwkwkw,0.0,sw
41858,gue nggak nonton rukunlah kalian,0.0,tl
41859,gaspool bg emoji_face_with_hand_over_mouth,0.0,et
41860,yupi kenyal bikin happy emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes,0.0,tr
41863,mana konten sauna,0.0,tl
41864,gede anjay haha,0.0,so
41867,jiji lah,0.0,sw
41868,bell i love u sweety,0.0,no
41874,ajib gan mantaf,0.0,so
41876,seems like rencang toge,0.0,af
41877,@ bray sbgai lalaki normal emoji_grinning_face_with_smiling_eyes,0.0,tl
41878,lagi lagi lagi hahaha,0.0,tl
41882,now crezzi,0.0,pl
41884,mirip dinda kirana ya,0.0,tr
41887,saya suka,0.0,tl
41889,satu lagi i think we all know where this is going,0.0,en
41890,berli aku ga peka no body either no body our comrade bobby aku gafokus,0.0,sk
41902,whats her name ?,0.0,en
41911,ig nya ap it cewe?,0.0,tl
41913,udah ga freestyle moge lagi nih bobby,0.0,so
41914,ni apaan ya ga jelas amat emoji_face_with_rolling_eyes,0.0,sw
41915,best tt emoji_smiling_face_with_heart-eyes,0.0,no
41917,konten para jones emoji_face_savoring_food emoji_face_savoring_food emoji_face_savoring_food,0.0,fi
41920,auto neraka emoji_grinning_face_with_sweat emoji_grinning_face_with_sweat emoji_grinning_face_with_sweat emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,0.0,lt
41925,sapa thu nama ig nya,0.0,tl
41927,iki kok kaya nonton asd ya emoji_face_with_tears_of_joy,0.0,tl
41929,malay brother emoji_beaming_face_with_smiling_eyes,0.0,en
41933,ajig kaya c meguri,0.0,sw
41939,chanell gak jelas,0.0,hu
41940,cakep bgt bro wkwkwk kk,0.0,af
41941,wow jd pengen nih,0.0,nl
41942,wikwik mng,0.0,sw
41944,wtf wth,0.0,cy
41945,hadir emoji_face_with_tears_of_joy,0.0,so
41946,link0 ekogunawan,0.0,tl
41951,tt nya op,0.0,hu
41955,yang nonton sama liat komen like emoji_face_with_tears_of_joy,0.0,tl
41956,fix lavande residence nih?,0.0,ca
41958,cancel mesum,0.0,ca
41961,agus hadiyanto kalemkeun wa hahahhao,0.0,so
41967,bobby sangerider haha,0.0,da
41968,anya anjani manzia juga menonton video ini emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,0.0,sw
41969,wkwwk itu sodara gw bro wkwkwk,0.0,pl
41973,biasa aja kk nyimak kk full,0.0,sw
41976,genre pov wkwk,0.0,nl
41979,itu pasti hmm wkwk,0.0,sw
41984,saling subcribe gaes pasti subcribe balik emoji_folded_hands,0.0,tl
41988,yg nonton sambil bacain komennya like,0.0,tl
41989,@ yang sabaaarrr emoji_beaming_face_with_smiling_eyes emoji_sign_of_the_horns,0.0,tl
41995,mik e gedi,0.0,af
42001,fix penonton pakboy,0.0,fr
42005,apa idnya ?,0.0,sw
42007,lavande bgt ya kaa,0.0,tr
42009,fokus ma toge nya emoji_grinning_face_with_sweat emoji_grinning_face_with_sweat,0.0,hu
42010,iam a simple man,0.0,it
42011,gemezz ih,0.0,de
42018,kegeden cok,0.0,nl
42020,wow mercy emoji_beaming_face_with_smiling_eyes,0.0,pl
42021,gede bgt,0.0,nl
42022,autofokus mode on,0.0,et
42023,kok gemay emoji_face_with_tears_of_joy,0.0,tr
42024,ajg ga bagi bagi,0.0,tl
42027,demi youtube apa aja dilakuin wkwkwkwkkwkw,0.0,sw
42029,fokus merci trooos,0.0,sk
42037,emang iya bro?,0.0,tl
42047,d hotel nih ya,0.0,cy
42049,salfok sama yang lagi boncengan wkk,0.0,tl
42051,iya kebalik emoji_face_with_tears_of_joy,0.0,so
42053,ckkk ckkkk ckkkk atos neng mangan wareg ngancel ajeg puwennakk tenann,0.0,no
42054,tetetk trusss wkwwk,0.0,no
42057,subscribe channel bobby stuntrider karena konten stunt riding emoji_cross_mark emoji_cross_mark emoji_cross_mark subscribe channel booby stuntrider karena cewek emoji_check_mark emoji_check_mark emoji_check_mark,0.0,en
42060,what this konten emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,0.0,en
42065,jihan amir wkwkwkwk,0.0,sw
42067,klo gua fokus ke tt nya aja sih,0.0,sw
42068,suka konten kaya gini,0.0,tl
42069,pengin minta no wa nya emoji_rolling_on_the_floor_laughing,0.0,tl
42072,lawd have mercyyy is this some kind of pov? lmao,0.0,en
42076,merci nya gedi,0.0,tr
42079,gede cuk auto ke wc,0.0,nl
42080,aahha ewe lah bg lgi hahaha,0.0,so
42081,lavande nih,0.0,hr
42083,haha bhs banjar hadirrr,0.0,so
42085,wow besar,0.0,pl
42088,apaan ini payah,0.0,tl
42095,bang sayang apa nggak ama pacar nya ?,0.0,tl
42096,kalo bisa poligami kenapa enggak,0.0,tl
42098,kali kali bikin yang mantab mantab emoji_face_with_tears_of_joy,0.0,tl
42099,abis ngevlog pasti,0.0,tl
42100,monyor monyol lurrrr,0.0,ca
42101,aku mau,0.0,sw
42103,gede baanget ges,0.0,af
42107,kade mang hinyay emoji_rolling_on_the_floor_laughing,0.0,tl
42108,sekilas mirip chelse olivia,0.0,et
42113,er yan bos,0.0,tr
42117,makin gede nanti akwkwo,0.0,sw
42118,merci merek china emoji_grinning_face_with_sweat,0.0,it
42119,jngn lupa langgeng bang,0.0,tl
42121,alah sia boyyy wkwk,0.0,so
42123,mn ni konten sauna,0.0,fi
42124,toge mantaap,0.0,nl
42126,berliana lovell,0.0,no
42127,model itu,0.0,it
42130,asli asli langsung hasil bikinan cowok cowok wkwkwk,0.0,tl
42131,iya ituuu,0.0,so
42132,wkwkwk aku baru liat videonya di tnm,0.0,sw
42135,goreng ah,0.0,tl
42139,susu anjing ngga nhan,0.0,tl
42140,mercedes benz,0.0,de
42141,gak manfaat blas,0.0,tl
42143,ig ciwaynya apa ?,0.0,tl
42144,brp ini,0.0,af
42145,jadi poho ka paeh emoji_beaming_face_with_smiling_eyes,0.0,sk
42150,ig nya apa woy?,0.0,tl
42152,aprtemen lavande nih,0.0,nl
42153,ayok bang lamar jgn pake lama,0.0,tl
42154,iklan anjing,0.0,hr
42156,ig cewe nya apaan,0.0,tl
42159,hhh maaf maaf,0.0,so
42160,y u,0.0,cy
42161,dm gw bre,0.0,cy
42164,iyah goplak ya,0.0,so
42165,nyarik aku ya,0.0,sw
42166,13team aja aku masi l1,0.0,et
42168,yang sabar,0.0,tl
42170,ulun ka,0.0,fi
42177,ett ternyta ini,0.0,no
42179,mention_user nihh ka analisis handalkuuu,0.0,so
42180,aku aku aku,0.0,sw
42182,kk emoji_loudly_crying_face,0.0,fi
42183,mention_user ini kawan saya kak,0.0,sw
42185,jelas niii emoji_fire,0.0,et
42186,@--maulana nii kak,0.0,sw
42187,hellnah its not me bruh,0.0,en
42188,salikun mention_user mention_user mention_user mention_user mention_user,0.0,tl
42189,cek dm kak,0.0,lv
42191,nying hha,0.0,sw
42192,mention_user emoji_beaming_face_with_smiling_eyes mention_4444 pilih aja kak,0.0,sl
42193,mention_user yaopo iki yess,0.0,sw
42194,motivasi rahul,0.0,et
42195,getno hull,0.0,cy
42196,saya disini mention_user anggara,0.0,tl
42197,mention_user ego mention_user mention_user wek kae diluru,0.0,af
42199,mention_user ini kak,0.0,sw
42200,mention_user rill,0.0,it
42201,mention_user epl laliga seriea eredivisie bundesliga emoji_moai,0.0,da
42205,mention_b bos,0.0,sk
42207,mention_n ini kak,0.0,sw
42209,mention_user majuuu,0.0,et
42210,mention_user ni ka orang nya,0.0,tl
42213,wi wiiiimention_user mention_user,0.0,pl
42214,mention_user rejeki mne tah,0.0,sl
42215,hoream any,0.0,en
42216,majuuuu mention_user mention_user,0.0,et
42217,pesona admin,0.0,pt
42218,mention_user nih kak,0.0,sw
42220,infokan match,0.0,sv
42223,lha ikiii emoji_loudly_crying_face mention_user,0.0,so
42224,mention_user qnoze mention_user 20 ni org nya emoji_face_with_tears_of_joy,0.0,hu
42225,mention_user ni kak,0.0,sw
42229,mention_user gen,0.0,nl
42234,admin itu emoji_moai,0.0,ro
42236,mention_user aja dom,0.0,hr
42237,mention_user maulana,0.0,tl
42238,mention_user kasih tauu bossss,0.0,fi
42239,setia eug ama cewe eug,0.0,pt
42240,mention_user mention_user maliqgaspolll emoji_sewing_needle mention_user ha mereka jago ni kak parlay,0.0,tl
42242,mention_user i ini kak orang nya emoji_folded_hands,0.0,tl
42243,mention_user iki loh mbk,0.0,sw
42244,mention_mhmmdf 4 dlan jago parlay inee,0.0,tl
42245,maju mention_user,0.0,hr
42246,mention_user emoji_police_car_light monggo kak iki bocahe emoji_moai,0.0,tl
42250,mention_user miss you emoji_busts_in_silhouette emoji_rolling_on_the_floor_laughing,0.0,fi
42251,mention_b 05 4buy,0.0,tr
42253,mention_user affan dia kak,0.0,sw
42254,dana 10jt emoji_face_with_tears_of_joy,0.0,so
42256,syedih bgtt emoji_smiling_face_with_tear,0.0,cy
42257,mention_user mention_user faizal,0.0,sw
42260,mention_user ni kak,0.0,sw
42261,nih jagonya mention_user,0.0,sw
42263,mention_user wemention_user mention_user 10 gm idaman ga ngene iki jiii,0.0,so
42264,lgsg aja mention_user,0.0,et
42266,mention_user ini mbak,0.0,sw
42267,mention_user ni ka orgnya,0.0,sw
42268,mention_user soft emoji_moai,0.0,sv
42269,emoji_heart_with_arrow emoji_heart_with_arrow emoji_heart_with_arrow mention_user mention_user 4 mention_user mention_user mention_user absolut emoji_person_shrugging_light_skin_tone,0.0,et
42270,mention_user mention_user whinky mention_user r,0.0,en
42271,mention_user mention_user mendesak mention_user emoji_biting_lip info bg emoji_fire,0.0,no
42272,mention_user majinasi mention_user mention_user 00 d*b 0 y nizar maju,0.0,sw
42273,mention_user mention_user mention_user woo mention_user mention_user vans,0.0,af
42274,mention_user mention_user 1 nz jagoanku,0.0,hr
42276,mention_user nih tmn saya jago banget kak kalo soal parlay,0.0,tl
42277,mention_user a,0.0,tl
42278,mention_user albana ini,0.0,tl
42283,mention_user fanany izin aku maju yaaa emoji_pleading_face,0.0,sw
42287,mention_user kers @ mention_user,0.0,af
42288,infoo billl,0.0,en
42290,https whatsapp com channel 0029vb 06 beqadtod8hfjrx 1 z,0.0,en
42293,mention_user cok zen juarae,0.0,nl
42294,emoji_grimacing_face emoji_grimacing_face ga liat,0.0,tl
42296,mention_user jennie blekping gs emoji_loudly_crying_face,0.0,no
42297,wakwuk pesona edeb,0.0,sw
42299,lue juga kena iya wkwk,0.0,so
42300,iyee bg wkwk,0.0,so
42301,jangan bilang munchen nanti ngeprank wkwk,0.0,tl
42302,mention_user mention_user mention_user putihh mention_user 8 mention_user 0 o mention_user,0.0,hr
42303,mention_b 4 ng4u ini orang nya kak,0.0,tl
42305,mention_user hakim mention_user,0.0,sw
42308,mention_user sikat,0.0,sw
42311,iyaa emoji_loudly_crying_face,0.0,so
42314,itu namanya motif jabol ka emoji_rolling_on_the_floor_laughing,0.0,sw
42315,jujur iya,0.0,so
42316,mana iya lagi emoji_loudly_crying_face,0.0,tl
42317,hahaha iya lagi emoji_loudly_crying_face,0.0,so
42319,malah iya lagi emoji_loudly_crying_face,0.0,so
42320,wkwkwk bener lagi jirr emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,sw
42321,iya anj emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,so
42322,wkwkw anjir,0.0,sw
42323,mna iya lgi emoji_loudly_crying_face emoji_rolling_on_the_floor_laughing,0.0,sw
42324,lah iyaa,0.0,so
42325,cape bgt emoji_loudly_crying_face,0.0,ro
42327,emang kalo gelap bisa di ukur,0.0,tl
42329,waduh emoji_face_with_tears_of_joy,0.0,so
42333,oalahh gituu tohh,0.0,et
42335,apa woi,0.0,sw
42337,gabisa liat,0.0,tl
42339,biasa kak emoji_face_with_tears_of_joy,0.0,tl
42340,6 mnt emoji_moai,0.0,sw
42341,mention_user lagian si emoji_loudly_crying_face,0.0,tl
42345,wkwkwk emoji_face_with_hand_over_mouth emoji_face_with_hand_over_mouth balas gua bg emoji_face_with_hand_over_mouth emoji_face_with_hand_over_mouth,0.0,so
42346,2 mnt,0.0,sw
42347,sapa aku,0.0,tl
42350,mlm o,0.0,sv
42351,knp sii ditiktok gaada vitur vn,0.0,et
42354,lagi pms kali emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,tl
42357,steve minecraft,0.0,ro
42358,mention_user tria,0.0,it
42359,btw streak bg emoji_nerd_face emoji_nerd_face emoji_nose emoji_nose,0.0,af
42364,gw cma blang dia mau rame,0.0,cy
42366,lu kl rame dah sujud sujud kali wkakaka,0.0,et
42369,wkwkwk real emoji_face_with_tears_of_joy,0.0,pl
42370,streak apa strike,0.0,no
42371,pp nya bocil emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy,0.0,tl
42373,skip kalo gasuka emoji_cat_with_tears_of_joy,0.0,lt
42376,skip kalok ga suka,0.0,lt
42381,iya jir jadi garing emoji_face_with_tears_of_joy,0.0,so
42382,apaan banget gk sih,0.0,tl
42383,mention_user mention_user mention_user emoji_bubbles @ emoji_pink_heart takutt emoji_loudly_crying_face,0.0,fi
42384,mention_user ki lo buk,0.0,sl
42385,baru roh,0.0,cy
42386,mention_user m a fish emoji_loudly_crying_face,0.0,en
42387,mboten pareng kaya gituu,0.0,tl
42388,ap cb emoji_cat_with_tears_of_joy,0.0,ca
42389,guya guyu reng,0.0,tl
42391,mention_user deeeee emoji_grinning_face_with_sweat emoji_smirking_face,0.0,nl
42392,botol yakult,0.0,tr
42396,mulott mulottt,0.0,fi
42398,sorry sorry sorry,0.0,en
42406,mention_user mention_user 4 f mention_user*atsuka-man ga kwat emoji_loudly_crying_face,0.0,sw
42408,lah iya emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,so
42409,mention_user 4 a mention_user safitri emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,ro
42411,mention_user emoji_tiger_face mention_user mention_user mention_user @ 417 emoji_splatter emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,unknown
42412,iya anj emoji_loudly_crying_face,0.0,so
42413,mention_user emoji_bubbles mention_user geprek spesial mention_user emoji_wind_face mention_user mention_user @ emoji_wing emoji_loudly_crying_face,0.0,af
42415,aku setuju emoji_pensive_face emoji_hand_with_fingers_splayed_light_skin_tone,0.0,et
42417,mention_user mention_user bace je komen ne emoji_loudly_crying_face,0.0,hr
42418,rasisss smua emoji_loudly_crying_face,0.0,fi
42419,udah udah emoji_loudly_crying_face emoji_loudly_crying_face,0.0,so
42421,kocak ahahahah emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,so
42424,makasih ya kak emoji_folded_hands emoji_loudly_crying_face,0.0,sw
42426,mention_user anj emoji_loudly_crying_face,0.0,hr
42427,mention_user ceee emoji_crown emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,nl
42428,mention_user pls ini lucu bgt emoji_loudly_crying_face,0.0,ro
42429,mention_user universe emoji_dna emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,fr
42430,mention_user kakk,0.0,fi
42434,savage emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face mention_user ft nkn mention_n mention_user mention_user laugh love tobio @ emoji_headphone ,0.0,en
42436,okeee mntap nihhh emoji_star-struck emoji_smiling_face_with_hearts emoji_smiling_face_with_hearts,0.0,et
42438,wkwkwk capek bgtt,0.0,pl
42439,lucu bgt anjer emoji_loudly_crying_face,0.0,hr
42440,mention_user mention_user mention_user n swl s wives emoji_spider_web emoji_loudly_crying_face,0.0,af
