Indeks,Komentar,Komentar_bersih,normal_teks,Label,Label_Validator
H-837,"Avicii, Chester Bennington, Anthony Bourdain dan Chris Cornell Bunuh Diri Ketika Terlibat dalam Pembuatan Film “The Silent Children”",avicii chester bennington anthony bourdain dan chris cornell bunuh diri ketika terlibat dalam pembuatan film the silent children,avicii chester bennington anthony bourdain dan chris cornell bunuh diri ketika terlibat dalam pembuatan film the silent anak-anak,2,2
H-838,"Razia STNK, Kendaraan yang Terlambat Membayar Pajak akan Dikandangkan",razia stnk kendaraan yang terlambat membayar pajak akan dikandangkan,razia stnk kendaraan yang terlambat membayar pajak akan dikandangkan,2,2
H-839,Kecelakaan Truk Rem Blong Di Balikpapan Terjadi Tanggal 21 dan Korban Meninggal 21 Orang,kecelakaan truk rem blong di balikpapan terjadi tanggal 21 dan korban meninggal 21 orang,kecelakaan truk rem blong di balikpapan terjadi tanggal dua puluh satu dan korban meninggal dua puluh satu orang,2,2
H-840,Video Seekor Macan Tutul Mengasuh Bayi Impala,video seekor macan tutul mengasuh bayi impala,video seekor macan tutul mengasuh bayi impala,2,2
H-841,Cuci Ginjal dengan Rebusan Daun Seledri,cuci ginjal dengan rebusan daun seledri,cuci ginjal dengan rebusan daun seledri,2,2
H-842,Gambar Kaca Indomaret Pecah karena Pembeli Minyak Murah,gambar kaca indomaret pecah karena pembeli minyak murah,gambar kaca Indomaret pecah karena pembeli minyak murah,2,2
H-843,Ubedilah: Penanganan Banjir Era Anies Jauh Lebih Sistematik dan Terarah ke rumah masing masing warga,ubedilah penanganan banjir era anies jauh lebih sistematik dan terarah ke rumah masing masing warga,ubedilah penanganan banjir era anies jauh lebih sistematik dan terarah ke rumah masing-masing masing-masing warga,2,2
H-844,Bill Gates akan Menarik Semua Peredaran Vaksin Covid-19,bill gates akan menarik semua peredaran vaksin covid19,tagihan gates akan menarik semua peredaran vaksin covid19,2,2
H-845,Loker Dinas Pendidikan Kabupaten Gresik Januari Tahun 2022,loker dinas pendidikan kabupaten gresik januari tahun 2022,loker dinas pendidikan kabupaten gresik januari tahun 2022,2,2
H-846,Video 90% Alat Tes Covid-19 Palsu dan Tidak Berfungsi,video 90 alat tes covid19 palsu dan tidak berfungsi,video 90 alat tes covid19 palsu dan tidak berfungsi,2,2
H-847,Video Letusan Gunung Berapi Tonga,video letusan gunung berapi tonga,video letusan gunung berapi tonga,2,2
H-848,Jasa Pembuatan Sertifikat Vaksin Tanpa Harus Melakukan Vaksinasi,jasa pembuatan sertifikat vaksin tanpa harus melakukan vaksinasi,jasa pembuatan sertifikat vaksin tanpa harus melakukan vaksinasi,2,2
H-849,Surat Edaran Bawaslu Jatim Perihal Undangan Sosialisasi dan Tindak Lanjut Putusan MA oleh KPUD Jember,surat edaran bawaslu jatim perihal undangan sosialisasi dan tindak lanjut putusan ma oleh kpud jember,surat edaran bawaslu jatim perihal undangan sosialisasi dan tindak lanjut putusan ma oleh kpud jember,2,2
H-850,polisi cina kok di indonesia,polisi cina kok di indonesia,polisi cina kok di indonesia,2,2
H-851,Akun Whatsapp Bupati Bondowoso Salwa Arifin “+62 831-3686-3124,akun whatsapp bupati bondowoso salwa arifin 62 83136863124,akun WhatsApp bupati bondowoso salwa arifin 62 83136863124,2,2
H-852,Meteor Jatuh di Wilayah Indonesia Pada Tanggal 7 Mei 2022,meteor jatuh di wilayah indonesia pada tanggal 7 mei 2022,meteor jatuh di wilayah indonesia pada tanggal tujuh mei 2022,2,2
H-853,Foto Ratu Mongolia Terakhir Sebelum Dieksekusi Tahun 1938,foto ratu mongolia terakhir sebelum dieksekusi tahun 1938,foto ratu mongolia terakhir sebelum dieksekusi tahun 1938,2,2
H-854,Video Satelit India Bertabrakan dengan Stasiun Luar Angkasa Internasional,video satelit india bertabrakan dengan stasiun luar angkasa internasional,video satelit india bertabrakan dengan stasiun luar angkasa internasional,2,2
H-855,Pria Misterius dari Dimensi Lain,pria misterius dari dimensi lain,pria misterius dari dimensi lain,2,2
H-856,Pesan Berantai Resep Obat COVID-19,pesan berantai resep obat covid19,pesan berantai resep obat covid19,2,2
H-857,Kabar Mahathir Muhammad Meninggal,kabar mahathir muhammad meninggal,kabar mahathir muhammad meninggal,2,2
H-858,Bahaya Makan Cokelat setelah Makan Mie,bahaya makan cokelat setelah makan mie,bahaya makan cokelat setelah makan mie,2,2
H-859,Arab Saudi Kucurkan Dana Hibah 5 Triliun Ke Indonesia,arab saudi kucurkan dana hibah 5 triliun ke indonesia,arab saudi kucurkan dana hibah 5 triliun ke indonesia,2,2
H-860,shabu2 dari cina,shabu2 dari cina,shabu2 dari cina,2,2
H-861,Gambar Bangkai Kapal Pharaoh dari Kisah Pengejaran Nabi Musa,gambar bangkai kapal pharaoh dari kisah pengejaran nabi musa,gambar bangkai kapal pharaoh dari kisah pengejaran nabi musa,2,2
H-862,Minuman White Koffie Mengandung Babi,minuman white koffie mengandung babi,minuman putih koffie mengandung babi,2,2
H-863,ideo Taliban Menghancurkan Telepon Genggam Menggunakan Kaki,ideo taliban menghancurkan telepon genggam menggunakan kaki,ideo taliban menghancurkan telepon genggam menggunakan kaki,2,2
H-864,Foto CT Scan Pasien Penderita Claustrophobia,foto ct scan pasien penderita claustrophobia,foto CT scan pasien penderita claustrophobia,2,2
H-865,Surat Pengangkatan Guru Honorer Tahun 2022,surat pengangkatan guru honorer tahun 2022,surat pengangkatan guru honorer tahun 2022,2,2
H-866,Undangan Rapat Kerja oleh Direktur Utama RSCM,undangan rapat kerja oleh direktur utama rscm,undangan rapat kerja oleh direktur utama rscm,2,2
H-867,"Penawaran Pencairan Dana Bantuan 1,2 Juta Bulan Januari – Februari 2022",penawaran pencairan dana bantuan 12 juta bulan januari februari 2022,penawaran pencairan dana bantuan 12 juta bulan januari februari 2022,2,2
H-868,Mengonsumsi Kopi Pahit Dapat Mengatasi Varian Omicron,mengonsumsi kopi pahit dapat mengatasi varian omicron,mengonsumsi kopi pahit dapat mengatasi varian omicron,2,2
H-869,Luhut dan pak mahfud tidak divaksin dengan alasan usia,luhut dan pak mahfud tidak divaksin dengan alasan usia,luhut dan pak mahfud tidak divaksin dengan alasan usia,2,2
H-870,TKChina nyamar jadi gojek gak bisa pulang ke tempat persembunyiannya,tkchina nyamar jadi gojek gak bisa pulang ke tempat persembunyiannya,tkchina menyamar jadi gojek gak bisa pulang ke tempat persembunyiannya,2,2
H-871,raja Bahrain dikawal robot,raja bahrain dikawal robot,raja bahrain dikawal robot,2,2
H-872,Tautan Hadiah dari DANA Sebesar Rp250 Ribu Hingga Rp1 Juta untuk 300 Orang,tautan hadiah dari dana sebesar rp250 ribu hingga rp1 juta untuk 300 orang,tautan hadiah dari dana sebesar rp250 ribu hingga rp 1 juta untuk 300 orang,2,2
H-873,Malas Kencing Malam Menyebabkan Sakit Jantung,malas kencing malam menyebabkan sakit jantung,malas kencing malam menyebabkan sakit jantung,2,2
H-874,Microsoft Mengembangkan Implan Chip Mikro Untuk Mengumpulkan Informasi Vaksin COVID-19,microsoft mengembangkan implan chip mikro untuk mengumpulkan informasi vaksin covid19,microsoft mengembangkan implan cip mikro untuk mengumpulkan informasi vaksin covid19,2,2
H-875,#StopVaccineForTheKids Apa urgensinya?,apa urgensinya,apa urgensinya,2,2
H-876,Omicron Tidak Mematikan,omicron tidak mematikan,omicron tidak mematikan,2,2
H-877,Polisi Singkawang Gunakan Bahasa China saat Sosialisasi ke Warga,polisi singkawang gunakan bahasa china saat sosialisasi ke warga,polisi singkawang gunakan bahasa china saat sosialisasi ke warga,2,2
H-878,Reporter Bernama Mursal Meninggal setelah Mengungkap Skandal Limbah Minyak Goreng,reporter bernama mursal meninggal setelah mengungkap skandal limbah minyak goreng,reporter bernama mursal meninggal setelah mengungkap skandal limbah minyak goreng,2,2
H-879,"Gambar “Sebut pemerintah biadab, Edy Mulyadi langsung dijemput paksa aparat”",gambar sebut pemerintah biadab edy mulyadi langsung dijemput paksa aparat,gambar sebut pemerintah biadab edy mulyadi langsung dijemput paksa aparat,2,2
H-880,Sri Sultan Hamengku Buwono X Mengganggap Covid 19 Sandiwara di Bumi NKRI,sri sultan hamengku buwono x mengganggap covid 19 sandiwara di bumi nkri,sri sultan hamengku buwono x mengganggap covid 19 sandiwara di bumi nkri,2,2
H-881,"Pesantren Alquran Terbakar, 26 Santri Dan Dua Guru Tewas Terpanggang",pesantren alquran terbakar 26 santri dan dua guru tewas terpanggang,pesantren alquran terbakar 26 santri dan dua guru tewas terpanggang,2,2
H-882,Razia Masker dengan Denda Rp250 Ribu di Seluruh Indonesia,razia masker dengan denda rp250 ribu di seluruh indonesia,razia masker dengan denda rp250 ribu di seluruh indonesia,2,2
H-883,Raja Salman Meninggal Dunia,raja salman meninggal dunia,raja salman meninggal dunia,2,2
H-884,Atlet Rugby Jordan Michallet Meninggal karena Vaksin Covid-19,atlet rugby jordan michallet meninggal karena vaksin covid19,atlet rugby jordan michallet meninggal karena vaksin covid19,2,2
H-885,Pendaftaran CPNS 2022 Berbayar dan Kuota Terbatas,pendaftaran cpns 2022 berbayar dan kuota terbatas,pendaftaran cpns 2022 berbayar dan kuota terbatas,2,2
H-886,Corona Hanya Flu Musiman,corona hanya flu musiman,corona hanya flu musiman,2,2
H-887,Penyuntikan Vaksin Kosong di Semarang,penyuntikan vaksin kosong di semarang,penyuntikan vaksin kosong di semarang,2,2
H-888,"HARI RAYA IMLEK, HADIR & BERKERUMUN TANPA PROKES sdh diCONTOHkan oleh Jokowi",hari raya imlek hadir berkerumun tanpa prokes sdh dicontohkan oleh jokowi,hari raya imlek hadir berkerumun tanpa prokes sudah dicontohkan oleh Jokowi,2,2
H-889,Memukul Telapak Kaki Orang yang Tersengat Listrik Sebagai Pertolongan Pertama,memukul telapak kaki orang yang tersengat listrik sebagai pertolongan pertama,memukul telapak kaki orang yang tersengat listrik sebagai pertolongan pertama,2,2
H-890,"Siap-siap Suntik Vaksin Dosis Ketiga, Tak Punya Kartu BPJS Kesehatan Wajib Bayar",siapsiap suntik vaksin dosis ketiga tak punya kartu bpjs kesehatan wajib bayar,siapsiap suntik vaksin dosis ketiga tak punya kartu bpjs kesehatan wajib bayar,2,2
H-891,"Demonstran di Israel tiba2 kepalanya terbakar mengeluarkan asap putih dari mata, hidung, mulut dan telinga",demonstran di israel tiba2 kepalanya terbakar mengeluarkan asap putih dari mata hidung mulut dan telinga,demonstran di israel tiba-tiba kepalanya terbakar mengeluarkan asap putih dari mata hidung mulut dan telinga,2,2
H-892,seorang ayah di Texas membunuh seorang pria karena memperkosa putrinya yang berusia 5 tahun,seorang ayah di texas membunuh seorang pria karena memperkosa putrinya yang berusia 5 tahun,seorang ayah di texas membunuh seorang pria karena memperkosa putrinya yang berusia 5 tahun,2,2
H-893,"Bantuan Sosial Kemensos untuk Dosen, Guru, Siswa, dan Mahasiswa",bantuan sosial kemensos untuk dosen guru siswa dan mahasiswa,bantuan sosial kemensos untuk dosen guru siswa dan mahasiswa,2,2
H-894,Foto Demodex yang Hidup di Bulu Mata,foto demodex yang hidup di bulu mata,foto demodex yang hidup di bulu mata,2,2
H-895,Foto Dampak Abu Vulkanik di Tonga,foto dampak abu vulkanik di tonga,foto dampak abu vulkanik di tonga,2,2
H-896,"Menikahi 5 Suami😱, Wanita Ini Mengaku Bahagia🥰 Melayani Setiap Malam Secara Bergiliran, Hingga Bingung Siapa Bapak dari Anaknya",menikahi 5 suami emoji_face_screaming_in_fear wanita ini mengaku bahagia emoji_smiling_face_with_hearts melayani setiap malam secara bergiliran hingga bingung siapa bapak dari anaknya,menikahi 5 suami emoji_face_screaming_in_fear wanita ini mengaku bahagia emoji_smiling_face_with_hearts melayani setiap malam secara bergiliran hingga bingung siapa bapak dari anaknya,2,2
H-897,Sebuah Koran Menyebut Bill Gates Melakukan Depopulasi Melalui Pemaksaan Vaksinasi,sebuah koran menyebut bill gates melakukan depopulasi melalui pemaksaan vaksinasi,sebuah koran menyebut tagihan gates melakukan depopulasi melalui pemaksaan vaksinasi,2,2
H-898,"Joni Mitchell, Paul McCartney, Willie Nelson, Bruce Springsteen, Barbra Streisand, Queen, The Rolling Stones, Dave Grohl dan Pearl Jam Menarik Lagu-Lagunya dari Spotify",joni mitchell paul mccartney willie nelson bruce springsteen barbra streisand queen the rolling stones dave grohl dan pearl jam menarik lagulagunya dari spotify,joni mitchell paul mccartney willy nelson bruce springsteen barbra streisand queen the rolling stones dave grohl dan mutiara jam menarik lagulagunya dari spotify,2,2
H-899,Pembagian Masker Gratis yang Diberi Obat Bius ke Rumah-Rumah Warga,pembagian masker gratis yang diberi obat bius ke rumahrumah warga,pembagian masker gratis yang diberi obat bius ke rumahrumah warga,2,2
H-900,"Nigeria, Minggu 23-01-2022, menghancurkan jutaan Vaksin Covid19 demi melindungi rakyatnya dari kematian akibat Suntikan Vaksin Covid19",nigeria minggu 23012022 menghancurkan jutaan vaksin covid19 demi melindungi rakyatnya dari kematian akibat suntikan vaksin covid19,nigeria minggu 23012022 menghancurkan jutaan vaksin covid19 demi melindungi rakyatnya dari kematian akibat suntikan vaksin covid19,2,2
H-901,Air Rebusan Pare Dapat Membersihkan Kolesterol dan Semua Penyakit,air rebusan pare dapat membersihkan kolesterol dan semua penyakit,air rebusan pare dapat membersihkan kolesterol dan semua penyakit,2,2
H-902,Video Kemunculan UFO di Bandung,video kemunculan ufo di bandung,video kemunculan ufo di bandung,2,2
H-903,Video Detik-Detik Erupsi Gunung Anak Krakatau,video detikdetik erupsi gunung anak krakatau,video detikdetik erupsi gunung anak krakatau,2,2
H-904,Lowongan Pekerjaan Kantor Dinas Pendidikan Kota Malang,lowongan pekerjaan kantor dinas pendidikan kota malang,lowongan pekerjaan kantor dinas pendidikan kota malang,2,2
H-905,Supir Truk Kecelakaan Di Balikpapan Dihukum Mati,supir truk kecelakaan di balikpapan dihukum mati,supir truk kecelakaan di balikpapan dihukum mati,2,2
H-906,"Dzalim, Cara Vaksin Model Baru Anti Omicron",dzalim cara vaksin model baru anti omicron,dzalim cara vaksin model baru anti omicron,2,2
H-907,Foto Lampion untuk Perayaan Imlek Saat Pandemi Covid-19,foto lampion untuk perayaan imlek saat pandemi covid19,foto lampion untuk perayaan imlek saat pandemi covid19,2,2
H-908,Perdana Menteri Israel Benjamin Netanyahu: Cara Membunuh Orang Islam,perdana menteri israel benjamin netanyahu cara membunuh orang islam,perdana menteri israel benjamin netanyahu cara membunuh orang islam,2,2
H-909,5G Dapat Mengganggu Keamanan Penerbangan yang Berarti Juga Berbahaya Bagi Kesehatan Manusia,5g dapat mengganggu keamanan penerbangan yang berarti juga berbahaya bagi kesehatan manusia,5G dapat mengganggu keamanan penerbangan yang berarti juga berbahaya bagi kesehatan manusia,2,2
H-910,Sinar UV di Indonesia Sebagai Tameng Omicron,sinar uv di indonesia sebagai tameng omicron,sinar uv di indonesia sebagai tameng omicron,2,2
H-911,bentuk Bebek dan tikus jika DNA nya di gabungkan,bentuk bebek dan tikus jika dna nya di gabungkan,bentuk bebek dan tikus jika dna nya di gabungkan,2,2
H-912,Kartu Nikah Kementrian Agama RI dengan Empat Foto Istri,kartu nikah kementrian agama ri dengan empat foto istri,kartu nikah kementrian agama ri dengan empat foto istri,2,2
H-913,Bahaya Racun dari Nasi yang dimasak dengan Magiccom,bahaya racun dari nasi yang dimasak dengan magiccom,bahaya racun dari nasi yang dimasak dengan magiccom,2,2
H-914,Ariel Noah Meninggal Dunia,ariel noah meninggal dunia,ariel noah meninggal dunia,2,2
H-915,Omicron Bukanlah Virus Melainkan Akibat Dari Keracunan Chemtrail Yang Disebar Di Udara,omicron bukanlah virus melainkan akibat dari keracunan chemtrail yang disebar di udara,omicron bukanlah virus melainkan akibat dari keracunan chemtrail yang disebar di udara,2,2
H-916,Video Warga Berhamburan Dampak Gempa Banten 4 Februari 2022,video warga berhamburan dampak gempa banten 4 februari 2022,video warga berhamburan dampak gempa banten 4 februari 2022,2,2
H-917,"arbershop dengan tukang cukur wanita di Jalan Pratu Rai Madra, Kabupaten Badung, Bali",arbershop dengan tukang cukur wanita di jalan pratu rai madra kabupaten badung bali,arbershop dengan tukang cukur wanita di jalan pratu rai madra kabupaten badung bali,2,2
H-918,Cerita One Piece Baru 9 persen Karena One Piece Akan Mencapai 10.000 Episode,cerita one piece baru 9 persen karena one piece akan mencapai 10000 episode,cerita satu piece baru sembilan persen karena satu piece akan mencapai 10000 episode,2,2
H-919,Campuran Daun Pepaya dan Jahe Dapat Sembuhkan Omicron,campuran daun pepaya dan jahe dapat sembuhkan omicron,campuran daun pepaya dan jahe dapat sembuhkan omicron,2,2
H-920,Cairan Pemutih Dan Sitrun Dapat Membersihkan Kerak Membandel,cairan pemutih dan sitrun dapat membersihkan kerak membandel,cairan pemutih dan sitrun dapat membersihkan kerak membandel,2,2
H-921,Covid-19 Hoax Karena Narasinya Sudah Ada Sebelum Covid-19 Muncul,covid19 hoax karena narasinya sudah ada sebelum covid19 muncul,covid19 hoaks karena narasinya sudah ada sebelum covid19 muncul,2,2
H-922,Vaksin Booster Menyebabkan Manusia Bertingkah Seperti Zombie,vaksin booster menyebabkan manusia bertingkah seperti zombie,vaksin booster menyebabkan manusia bertingkah seperti zombie,2,2
H-923,Aplikasi Android untuk Scan Vaksin Covid-19 yang Terhubung Jaringan 5G,aplikasi android untuk scan vaksin covid19 yang terhubung jaringan 5g,aplikasi android untuk scan vaksin covid19 yang terhubung jaringan 5G,2,2
H-924,Hindari ! Produk Ini Bisa Menyebabkan Usus Bocor,hindari produk ini bisa menyebabkan usus bocor,hindari produk ini bisa menyebabkan usus bocor,2,2
H-925,"Pada Tanggal 29 & 30 Februari, Akan Diadakan Pengisian BBM Gratis di SPBU",pada tanggal 29 30 februari akan diadakan pengisian bbm gratis di spbu,pada tanggal 29 30 februari akan diadakan pengisian bbm gratis di spbu,2,2
H-926,Kartu BPJS Atau KIS Akan Dinonaktifkan Jika Tidak Digunakan Selama Setahun Terakhir,kartu bpjs atau kis akan dinonaktifkan jika tidak digunakan selama setahun terakhir,kartu bpjs atau kis akan dinonaktifkan jika tidak digunakan selama setahun terakhir,2,2
H-927,Sendok untuk Medical Check Up,sendok untuk medical check up,sendok untuk medis cek naik,2,2
H-928,"Pilpres 2024 Dibatalkan Rakyat, Jokowi Kembali Diangkat Jadi Presiden",pilpres 2024 dibatalkan rakyat jokowi kembali diangkat jadi presiden,pilpres 2024 dibatalkan rakyat Jokowi kembali diangkat jadi presiden,2,2
H-929,Akun Facebook Bupati Sambas “Hsatono Ssos” Menawarkan Lolos CPNS Tanpa Tes,akun facebook bupati sambas hsatono ssos menawarkan lolos cpns tanpa tes,akun Facebook bupati sambas hsatono ssos menawarkan lolos cpns tanpa tes,2,2
