slang,baku,index
digi,digital,24100
liyatin,lihat,24101
mjsik,musik,24102
allona,alona,24103
emmg,emang,24104
doll,boneka,24105
mantunya,mertuanya,24106
bgitu,begitu,24107
kebon,kebun,24108
ngelekin,menyampingkan,24109
nyampingkan,menyampingkan,24110
dibantul,dibantu,24111
dimaenin,dimainkan,24112
muhamed,muhammad,24113
loveeeeeee,cinta,24114
suatusa,suatu,24116
pasangin,pasangkan,24118
dilihat2,dilihat,24119
itukah,itu kah,24120
beuuhhh,beuh,24121
tigahari,tiga hari,24123
bearrrr,bear,24125
blasssss,blast,24126
cmiiw,correct me if I'm wrong,24127
commentnya,komentarnya,24128
baldwin,Baldwin,24129
aswwww,as,24132
ahlaq,akhlak,24133
17lagi,17 lagi,24134
giulingkan,gulingkan,24135
bhnya,kutang nya,24139
tumnuil,tampilkan,24140
tle,telah,24143
kebangorannya,kenakalan,24144
scorpio,Scorpio,24145
raannn,raan,24146
obes,obesitas,24147
sisahnya,sisanya,24148
kuntull,kontol,24153
bie,bi,24156
makannnnn,makan,24159
maslah,masalah,24161
brduaan,berduaan,24164
mukanye,mukanya,24165
4rb,4 ribu,24166
ngedit,mengedit,24167
ambilll,ambil,24168
ngegoda,menggoda,24170
gkada,tidak ada,24171
waga,warga,24172
lumayn,lumayan,24174
dirikann,diri kan,24176
berselfie,berswafoto,24177
tukk,tuk,24178
nyumput,menyumpit,24179
ooooooooooooooooooooouhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,ouhhhh,24180
muluss,mulus,24182
waaaaaw,wow,24184
lost,hilang,24186
bgnie,begini,24187
kepalannya,kepalanya,24188
sht,saat,24191
ngtik,ngetik,24192
saroal,soal,24194
omaagadd,omagadd,24195
titisannya,titisan,24200
sekrg,sekarang,24201
kka,kak,24203
censoring,sensor,24205
mudeng,mengerti,24206
dsembunyikan,sembunyikan,24207
murahanya,murahnya,24209
siih,sih,24210
sendirii,sendiri,24211
udhlh,udah,24215
brnr,benar,24216
moodbooster,mood booster,24218
money,uang,24219
rasya,Rasya,24220
past,masa lalu,24222
dighibahin,dihibahkan,24223
lucukk,lucu,24224
acra,acara,24228
duitt,duit,24229
dilayar,di layar,24230
moco,membaca,24234
hadirr,hadir,24235
myupir,supir,24236
pstinya,pastinya,24237
masy,mas,24239
mananya,mana,24240
tko,toko,24241
perjuangin,perjuangkan,24242
jad,jadi,24243
kibur,libur,24244
dhaif,daif,24245
sandingin,sanding,24246
gaje,gak jelas,24247
keoncet,kepencet,24251
mbokne,mbok,24253
woooow,wow,24254
hahhahahahhahhahhahahahahhahahahahhahahah,hahaha,24255
shakira,Shakira,24256
disempilin,disempilkan,24259
bannget,banget,24260
wopp,wop,24261
daaah,udah,24264
brhntii,berhenti,24265
nauzubilahiminzalik,naudzubillah,24266
ngelive,live,24268
gassss,gas,24270
dennett,dennet,24273
rembentuk,membentuk,24275
agamaaaaaaa,agama,24278
suasananya,suasanya,24279
gbkal,gak bakal,24280
konto1,kontol,24281
dimasukan,dimasukkan,24284
disghusting,menjijikkan,24286
niki,ini,24287
raba2,raba-raba,24288
terakir,terakhir,24289
sagan,saga,24290
tertananya,tertanya,24292
waelah,wah,24293
prbedaan,perbedaan,24296
gaas,gas,24297
kampongmu,kampungmu,24298
khendil,kendil,24300
salamdariumatmuslim,salam dari umat muslim,24302
nenggak,menenggak,24303
sng,sangat,24306
tuyub,tuyul,24309
tx,terima kasih,24312
irengg,hitam,24313
izlam,Islam,24315
awoakaok,awok-awok,24316
barbarnya,barbar,24317
nyelup,menyelup,24318
mantappppp,mantap,24319
kggk,kagak,24320
kwwkwk,kwkwkw,24322
semuakk,semua,24324
terms,syarat,24326
langsungin,langsung,24330
njenk,jenk,24331
bpk2,bapak-bapak,24332
wuakakakkk,wakakak,24334
20rb,20 ribu,24335
ngramein,nggremain,24336
diketiak,di ketiak,24337
terbangg,terbang,24341
tetp,tetap,24342
jakpot,jackpot,24346
unjukin,unjuk,24347
ngontent,konten,24348
pakdheee,pakde,24349
hahhahahah,hahahaha,24350
bidadarinya,bidadari,24352
aminnn,amin,24353
parte,party,24354
samaaaa,sama,24357
daha,dah,24358
ceritain,ceritakan,24359
cikk,cik,24360
uuuuh,uuuh,24361
taon,tahun,24364
snng,senang,24370
kmren,kemarin,24375
selebew,selebriti dadakan,24378
subcirbe,subscribe,24380
kcuali,kecuali,24383
dbawah,di bawah,24385
helpp,help,24388
cantumin,cantumkan,24392
frankkk,frank,24394
uuhhh,uh,24395
character,karakter,24396
becanda,bercanda,24397
dikalian,di kalian,24398
uyy,uy,24400
mnerima,menerima,24402
anjin9,anjing,24403
semox,semok,24404
deeeehhh,deh,24405
gakepake,gak pakai,24406
nanyi,nyanyi,24407
lainn,lain,24408
gedeh,gede,24410
aseeek,asik,24411
orng2,orang-orang,24412
dikampungmu,di kampungmu,24414
income,pendapatan,24415
sekilo,se kilo,24416
bar2,baru,24417
culess,culas,24418
tuhann,tuhaan,24419
bkti,bukti,24422
jha,ya,24426
iso,bisa,24427
subscrip,langganan,24428
indonesiacemas,indonesia cemas,24429
entertaiment,hiburan,24430
ngbrol,ngobrol,24431
nempeleng,menempel,24432
langgsung,langsung,24433
mantaaabbb,mantap,24434
servicenya,layanan,24435
diemin,diamin,24437
plchan,pelecehan,24438
kuaatt,kuat,24441
pecahannya,pecahan,24442
sountheshep,sound the sheep,24443
course,kursus,24444
tgh,tengah,24446
kkaka,kakak,24447
ngunu,begitu,24448
magsud,maksud,24449
kpn,kapan,24450
pauss,pause,24451
bnar,benar,24453
brebeyy,berlebihan,24454
laillah,la ilaha,24455
gedhe,gede,24456
naklukan,menaklukan,24457
bnde,benda,24458
menggos,menggosok,24459
dpet,dapat,24460
masii,masih,24464
credit,kredit,24466
nwpost,new post,24467
dagdag,tambahan,24468
ju,ya,24469
ngatur2,mengatur,24470
awass,awas,24471
termasukyg,termasuk yang,24473
then,kemudian,24474
suw4ndi,suwandi,24476
sholi,sholat,24477
sesabar,sabar,24478
sweaty,keringat,24479
aingmah,saya,24480
sas,sasar,24482
phositief,positif,24483
dikerjain,dikerjakan,24484
kontenya,konten,24485
yhh,ya,24486
chip,cip,24489
religions,agama,24491
prhatian,perhatian,24494
mulut2,mulut-mulut,24495
ngacong,ngaceng,24496
2cool,terlalu keren,24497
semga,semoga,24500
jelbab,jilbab,24501
gerahhh,gerah,24502
byr,bayar,24503
guberner,gubernur,24504
bets,bet,24505
mokondoannya,mokondo,24506
dogmaret,dogmatis,24507
adalh,adalah,24509
pelanga,pelangi,24511
maksaa,maksa,24512
pnsrn,penasaran,24513
anaa,ana,24514
pelerbang,pelabuhan,24515
bukayo,buka,24516
oiled,oil,24519
selamany,selamanya,24520
gkda,gak ada,24521
kutonton,ku tonton,24522
gamaukn,gak mau,24523
many,banyak,24524
kenthu,ngentot,24525
gituinn,gituan,24528
syalow,salam,24529
residence,residensi,24530
ngeseekkkk,ngeseek,24536
ngkakkk,ngakak,24538
byk,banyak,24571
otwew,otw,24572
nahhh,nah,24573
kanu,kamu,24574
bikian,bikin,24575
menarget,menargetkan,24576
pembahasannya,pembahasan,24578
ngobrolin,ngobrol,24579
digabungin,digabung,24580
ok,oke,24581
jarann,jarak,24582
menghiburku,menghibur,24583
iadikenal,ia dikenal,24584
nyajadi,jadi,24585
ceweqnya,ceweknya,24587
budayanya,budaya,24588
eaaa,ea,24589
kerkcalah,kekalahan,24590
nesse,nes,24591
udaahhh,udah,24592
whenever,kapan saja,24594
te2,te,24595
sholli,sholat,24597
majuuuuu,maju,24598
albert,Albert,24599
gadoyan,tidak minat,24600
amatt,amat,24604
mahh,mah,24605
sngat,sangat,24610
ketololanya,ketololannya,24612
pemenangnyaa,pemenangnya,24615
mggu,minggu,24617
jadii,jadi,24620
rusak2,rusak,24622
merka,mereka,24623
maap,maaf,24624
trbuka,terbuka,24625
mkstnya,maksudnya,24629
gmna,gimana,24633
selipin,selipkan,24636
ktawa,ketawa,24637
apenye,apa ini,24638
merkosa,merugikan,24639
umbar2,umbar-umbar,24642
dibuly,dirundung,24643
peotect,protect,24644
pmndangan,pandangan,24646
jwbnya,jawabnya,24647
aduhhh,aduh,24648
bangg,bang,24649
banged,banget,24650
palestine,Palestina,24651
dabulih,dapat,24655
perlihatnnlah,perlihatkanlah,24656
ajirna,anjir,24657
maiigat,ingat,24658
hijap,hijab,24659
kamarrr,kamar,24660
masiu,masih,24665
tauuuu,tahu,24666
alang2,alang-alang,24669
bestieeee,bestie,24671
mikerr,mikir,24672
privater,privat,24674
cewak,cewek,24675
tencuu,thank you,24677
naaa,nah,24678
sony,Sony,24681
yaampunnn,ya ampun,24682
ngertin,mengerti,24684
cewekkk,cewek,24689
kinn,kan,24691
mataaa,mata,24692
puasaaaa,puas,24693
ngimpi,mimpi,24694
resahin,resahkan,24695
waraslah,waras,24696
her,dia,24697
kecylll,kecil,24698
zamaat,zaman,24699
gblok,goblok,24700
kalain,kalian,24701
qia,kia,24702
klarifikssi,klarifikasi,24703
puarah,parah,24704
seblm,sebelum,24707
kekelen,kekalahan,24708
purapuranya,purapura,24709
billnya,bill,24710
byaak,banyak,24712
sue2,suka-suka,24713
farus,harus,24714
kluar,keluar,24715
nuklirnya,nuklir,24716
percoyo,percaya,24717
modalin,modal,24718
mkmur,makmur,24719
ngakakkkk,ngakak,24720
gengg,geng,24721
mendidikkkk,mendidik,24723
ooh,oh,24724
masyaa,masya,24725
emaklu,emakmu,24726
ahhirak,akhirat,24727
sedara,sedarah,24728
kasik,kasih,24737
costum,kostum,24738
ngda,nggak,24739
bnayak,banyak,24744
ber3,bertiga,24746
loooh,loh,24747
kulia,kuliah,24748
dr,dokter,24750
rela2in,relain,24753
10thn,10 tahun,24754
nyw,nyawa,24755
nggk,tidak,24757
meyatu,menyatu,24758
waduuh,waduh,24759
mins,menit,24767
lajuuu,laju,24768
dikumpulin,dikumpulkan,24770
sensort,sensor,24779
colayyy,coli,24781
tengtang,tentang,24782
sinii,sini,24785
ngenkek,ngecek,24786
8emang,emang,24787
mmmzz,mmm,24788
stressss,stres,24789
mempertahankn,mempertahankan,24790
kringet,keringat,24792
mrasa,merasa,24793
belajarnya,belajar,24794
linggkungan,lingkungan,24796
nguwaworr,nguwaw,24798
bberbeza,berbeda,24800
situss,situs,24801
hahahhaa,hahaha,24805
padhall,padahal,24806
liarr,liar,24807
gajadii,gaji,24808
positive,positif,24809
enang,enak,24811
lliat,lihat,24812
sorryy,maaf,24813
wwwoooowww,wow,24814
aje,aja,24819
kacoo,kacau,24821
widihh,widih,24823
oooomagaaaaa,omg,24824
divideo,di video,24827
seru2an,seruan,24830
penduduke,penduduk,24831
konsistenan,konsisten,24833
gabkalan,gabungan,24834
apakahbpikiran,apakah berpikiran,24836
ngentooooooooot,ngentot,24837
nyokapnya,ibu,24839
cabean,cabe,24840
pedesss,pedas,24841
dikaruniai,dikarenakan,24842
dinngz,ding,24843
aaaaah,aaah,24844
tawaduq,tawadhu,24846
suaranyaa,suara,24847
mirp,mirip,24850
srlangkangan,selangkangan,24852
bett,bet,24853
laparrrrrrrrr,lapar,24854
kaaaakk,kak,24855
nnn,n,24856
minirit,menurut,24858
ngenteni,menunggu,24859
ade2,adik,24860
kebapa,ke bapak,24861
blon,belum,24862
nguras,menguras,24863
dii,di,24865
yous,kamu,24866
filmnya,film,24867
faham2,faham,24868
muantabs,mantap,24869
togheter,bersama,24870
kekayan,kekayaan,24875
4batalion,4 batalion,24876
smu,semua,24877
slebewww,slebew,24878
sembuyi,sembunyi,24884
ngertilah,mengertilah,24887
dongoooo,dong,24889
tbuh,tubuh,24890
7menawarkan,7 menawarkan,24891
meudeh,mudah,24892
brmkst,bermaksud,24893
daguu,dagu,24895
jodohh,jodoh,24896
noo,tidak,24899
segarr,segar,24900
karnaa,karena,24902
abjing,anjing,24903
palinggg,paling,24904
manisssss,manis,24905
bulshitt,sampah,24907
mbak4d2,mbak,24908
sebaagai,sebagai,24910
ruined,rusak,24912
tngkp,tangkap,24913
replyan,balasan,24914
tobruuutt,toket brutal,24915
uhuyyy,uhuy,24916
istikomah,istikamah,24918
bhenika,beraneka,24919
sarae,sara,24920
androit,android,24921
wahyune,wahyu,24925
dngn,dengan,24928
tandain,tandai,24930
jajajajajaajajajjaja,,24931
penghasii,penghasil,24932
utuhan,utuh,24933
armor,pelindung,24934
mangapaa,mengapa,24935
sirotolmustakim,sirotol mustakim,24936
fresh,segar,24938
yaw,ya,24939
tiktik,tiktok,24942
address,alamat,24944
mamerkan,memamerkan,24946
jodahnya,jodohnya,24947
be2,berdua,24949
female,perempuan,24950
kack,kak,24951
njelek2,jelek,24952
aasegampang,sangat mudah,24955
bangeettt,banget,24958
anjjrrrrrrr,anjing,24959
temennya,temannya,24960
ditangung,ditanggung,24962
apasihh,apa sih,24963
bngs,bangsat,24964
haduuuuuh,haduh,24967
ishhh,ish,24968
jdnya,jadinya,24969
point,poin,24970
salahhhhhhh,salah,24976
ikiii,iki,24980
paswordnya,passwordnya,24981
realll,real,24984
reddors,red doors,24985
sikologiny,psikologinya,24987
aneuk,anak,24989
heuyyy,hei,24991
epeic,epik,24992
kosot,kosong,24993
sabalah,sabar,24994
dibenak,di benak,24995
mndidik,mendidik,24996
halikopter,helikopter,24999
pngn,pingin,25000
kendele,kendala,25001
babyak,banyak,25002
sesukamu,sesuka kamu,25003
besar2,besar-besar,25004
bikin2,bikin-bikin,25005
ssiapa,siapa,25006
kekanak2an,kekanak-kanakan,25007
digilai,digemari,25008
jancokkk,anjing,25009
barent,bareng,25010
fav,favorit,25011
gamauuu,gak mau,25012
1000pria,seribu pria,25013
ditelponin,ditelepon,25015
dilike,disukai,25017
gibahny,gibahnya,25019
asekkkkkkkkk,asik,25020
comell,cantik,25021
jingannnnnnn,anjing,25024
suudzon,sudzon,25028
dangg,dang,25030
alhmdlh,alhamdulillah,25031
grebeggg,grebeg,25032
200tshun,200 tahun,25033
buleee,bule,25034
nyusu,menyusui,25035
nyatut,menyatut,25036
pareng,boleh,25037
tanyak,tanya,25040
chindo,cindo,25045
gedeegggg,kesal,25046
taii,tai,25048
ink,tinta,25050
jelaskaann,jelaskan,25051
ngecess,ngiler,25053
psal,pasal,25054
ifek,efek,25056
kelasen,kelas,25057
johhh,joh,25058
tencuuu,thank you,25059
jks,jokes,25060
awaas,awas,25062
acengggg,aceng,25063
aurotmu,auratmu,25064
entotttin,entot,25065
agree,setuju,25066
eeeuh,eeeh,25068
kemendagrinya,Kementerian Perdagangan,25070
80rb,80 ribu,25073
amfuun,ampun,25074
though,meskipun,25076
tba2,tiba-tiba,25077
hideng,hidden,25078
mulue,mulai,25079
rule,aturan,25082
itulahh,itulah,25083
dialh,dialah,25084
ngehargai,menghargai,25085
bneeerrr,benar,25087
kebaju,ke baju,25088
kekurang,kekurangan,25089
berapaya,berupaya,25091
ngepick,memilih,25093
minds,pikiran,25094
7jt,7 juta,25096
jabol,jebol,25097
voce,suara,25098
suhuuuu,suhu,25099
rage,marah,25100
pacrnya,pacarnya,25101
hahahaaa,hahaha,25103
hhehe,hehe,25106
dortmun,dortmund,25107
kretek2,kretek,25109
bangeeett,banget,25112
gilaaa,gila,25113
barz,bar,25116
gocengg,goceng,25117
hadiiirr,hadir,25118
jirrr,jir,25119
icibosss,icibos,25120
temoat,tempat,25121
dititipi,dititipkan,25122
asapnya,asap,25123
takan,tidak,25124
beratan,berat,25125
teenggill,tinggal,25126
salfokokwkokwokwokawokawaokawok,salfok,25127
kuwat,kuat,25128
filternya,filter,25129
hbdddd,hbd,25130
hencet,hancur,25132
olok2,olok-olok,25133
jangannn,jangan,25134
dolane,jalan-jalan,25135
langsinh,langsung,25136
diserahin,diserahkan,25137
ngoplo,ngopi,25138
ngusaain,mengusahakan,25139
bku,buku,25141
keadaann,keadaan,25143
aseekkk,asik,25144
lagsung,langsung,25145
relaa,rela,25147
pl4y,play,25148
geby,gebu,25151
iyy,iya,25152
teroos,terus,25154
fanany,fan,25155
sdg,sedang,25156
aniyaya,aniaya,25157
taxsinya,taxi,25158
sobekkkk,sobek,25160
18thun,18 tahun,25165
yaaa,ya,25166
yukk,yuk,25168
gocar,GoCar,25170
pantess,pantes,25173
nvm,tidak masalah,25174
mamaaa,mama,25175
mean,berarti,25176
gasx,gas,25177
piral,viral,25179
sifat2,sifat-sifat,25182
ribet2,ribet-ribet,25187
tuhhh,tuh,25191
kmudian,kemudian,25193
irony,ironi,25195
kedengeran,kedengaran,25198
jozzzz,jozz,25199
tingali,tinggal,25200
horanghae,orang,25201
bangetsss,banget,25203
bejierrr,anjir,25205
kaliii,kali,25207
tisyu,tissue,25211
kohh,koh,25214
karrna,karena,25216
psgn,pasangan,25217
tolongg,tolong,25219
drogba,Drogba,25221
gerahh,gerah,25222
0k,ok,25223
gaaaas,gas,25224
videooo,video,25225
sassukeeee,sasukee,25226
tahooooon,tahun,25227
manyak,banyak,25228
mulyadii,mulyadi,25229
cepe,sepuluh,25230
ampuuunn,ampun,25231
nunjukin,menunjukkan,25233
joonn,jon,25235
aanjjj,anjing,25236
simpatan,simpati,25237
nhe,neh,25238
yeah,ya,25239
extra,ekstra,25240
trae,tra,25241
galaxy,galaksi,25243
njis,najis,25245
trhadap,terhadap,25249
cewe,cewek,25251
kebayang2,kebayang,25252
esprimen,ekspresimen,25255
ahayyyyy,ahay,25256
kaaak,kak,25257
uwesss,uwes,25260
brain,otak,25263
peranh,pernah,25264
komenku,komentarku,25266
bntar,bentar,25268
suport,dukungan,25269
recommended,direkomendasikan,25270
kingggg,raja,25271
ples,please,25272
sayanya,saya,25273
anjsssssssssssss,anjing,25275
diungkit,diangkat,25276
ngakakakakakak,tertawa,25277
pakboy,pak boy,25278
dipidanankan,dijadikan tersangka,25279
nggenah,ngena,25280
riki,ini,25281
ilov,saya cinta,25282
candy,permen,25283
trakhir,terakhir,25284
gitulah,begitulah,25285
semacamnya,sejenisnya,25288
taught,mengajarkan,25295
think,berpikir,25296
sbuah,sebuah,25298
xixii,xixi,25299
dewann,dewan,25303
orng,orang,25305
mebenturkan,membenturkan,25308
skali2,sekali-sekali,25309
ganunggi,ganungi,25310
tengkiu,terima kasih,25312
small,kecil,25319
wlekkkk,welekk,25320
cenele,channel,25321
dikiri,di kiri,25322
kmm,kamu,25323
zaraaa,zara,25326
ketidaknyaman,ketidaknyamanan,25327
baeq,baik,25328
najisss,najis,25329
bojonegoro,Bojonegoro,25331
fantasy,fantasi,25332
faigter,fighter,25333
nyampek,nyampe,25335
njk,anjing,25336
booobs,payudara,25338
mntull,mantul,25339
anyin,anying,25340
0t4k,otak,25341
hbddd,selamat ulang tahun,25342
hier,di sini,25343
diposisi,dalam posisi,25344
ngejalanin,menjalani,25345
bth,bete,25348
fasti,pasti,25350
gocapnyaa,gocapnya,25351
masoookk,masuk,25352
atheist,ateis,25354
bukak2,buka-buka,25355
disinilah,di sinilah,25356
chance,kesempatan,25357
squad,tim,25358
ng0c0k,ngocok,25360
boskuu,bosku,25361
idamane,idaman,25362
boxsing,boxing,25364
lingnyacocok,lingnya cocok,25365
goooo,go,25366
membanding2kan,membandingkan,25368
live,langsung,25370
enaken,enak,25371
diindonesia,di Indonesia,25372
ndri,sendiri,25373
tnm,tanam,25374
married,menikah,25375
karnapiyan,karena apian,25376
hissss,hiss,25377
sesunguhnya,sesungguhnya,25378
jhon,John,25379
geramm,geram,25381
kluarkan,keluarkan,25383
ngaplud,unggah,25384
responsive,responsif,25385
bnksaatttt,bangsat,25386
pghibur,penghibur,25387
blloweng,bloweng,25388
lambee,lame,25389
wowjwowj,wow,25391
jotosss,jotos,25392
meningal,meninggal,25393
tuj,tuju,25394
gerak2,gerak,25395
swmangat,semangat,25397
tongengkeun,tonggengkan,25398
zahraa,zahra,25399
betoll,betul,25404
pkir,pikir,25405
nangisin,nangis,25407
haloooo,halo,25410
mulottt,mulut,25415
anjjiiiir,anjing,25417
jandatawa,canda tawa,25418
brjawerr,berjewer,25419
banggaet,bangga,25422
iiihhhhh,ih,25423
tangung,tanggung,25425
9jt,9 juta,25426
belakangin,belakang,25428
masihan,masih,25431
warnannya,warnanya,25434
keeraa,kera,25435
tobrutmu,tobruk,25436
syeh,syekh,25437
rujakan,rujak,25439
1bks,1 boks,25440
sempet,sempat,25441
rakosss,rakus,25444
niihh,ini,25445
meriahh,meriah,25446
sponsori,mensponsori,25447
bayemnya,bayamnya,25449
njirrrr,anjir,25450
oweh,oh,25451
kmna,ke mana,25452
geto,gitu,25453
megoda,menggoda,25455
ewan,hewan,25458
lansung,langsung,25459
tdr,tidur,25460
nyemburin,menyemburkan,25461
pidadari,bidadari,25462
karn,karena,25463
skons,scones,25464
ngikuti,mengikuti,25465
pianowae,piano,25467
sexi,seksi,25469
loncengny,loncengnya,25476
adap,ada,25479
munkin,mungkin,25482
bawak2,bawa-bawa,25483
aishh,aish,25485
perbut,perbuat,25486
kalw,kalau,25487
terri,teri,25488
berkuwaliti,berkualitas,25491
bueaya,buaya,25493
hye,hai,25495
budk,budak,25497
groupnya,grupnya,25499
ada2,ada-ada,25500
dibercandain,dibercandakan,25506
siec,sih,25507
basiii,basi,25509
cucu2,cucu-cucu,25511
ngpa2in,ngapain,25513
kinkk,kink,25514
kekhilafannya,kekhilafan,25515
yag,yang,25521
seumuridup,seumur hidup,25522
keberatann,keberatan,25524
dpan,depan,25525
karr,kar,25526
meniggalx,meninggal,25527
nunjukkan,menunjukkan,25528
otanyh,otaknya,25529
bulung,burung,25531
imej,gambar,25532
poldasumut,polda sumut,25533
ngaco,salah,25534
bole,boleh,25535
owesome,keren,25537
44a,empat empat a,25538
massage,pijat,25539
